url,status,final_url,title,description,canonical,h1,h1_count,html_bytes,image_count,missing_alt,schema_types,robots
https://www.eventaj.si/oprema-za-dogodke/porocni-puzzle,200,https://www.eventaj.si/oprema-za-dogodke/porocni-puzzle,Personaliziran poročni puzzle od 200 € | Eventaj.si,Personaliziran lesen poročni puzzle z gravuro imen in datuma. Izberi 90 koščkov za 200 € ali 160 koščkov za 250 €. Markerja sta vključena.,https://www.eventaj.si/oprema-za-dogodke/porocni-puzzle,Knjiga gostov v obliki puzzla.,1,98087,6,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/oprema-za-dogodke/igre-za-dogodke,200,https://www.eventaj.si/oprema-za-dogodke/igre-za-dogodke,Najem lesenih iger za poroko in dogodke | Eventaj.si,"Najem limba, štrbunka, metanja obročkov, podiranja stolpa in kotaljenja žogic. Paket štirih iger od 149 € s postavitvijo in odvozom.",https://www.eventaj.si/oprema-za-dogodke/igre-za-dogodke,Najem iger za dogodke.,1,107669,10,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/oprema-za-dogodke/beer-pong-miza,200,https://www.eventaj.si/oprema-za-dogodke/beer-pong-miza,Najem beer pong mize za poroko ali zabavo | Eventaj.si,Najem poročne ali LED beer pong mize s kozarci in žogicami za 49 € na dan. Prevoz se obračuna posebej.,https://www.eventaj.si/oprema-za-dogodke/beer-pong-miza,Najem beer pong mize.,1,92823,4,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/oprema-za-dogodke/pahljace-za-goste,200,https://www.eventaj.si/oprema-za-dogodke/pahljace-za-goste,Pahljače za poroko od 2 € na kos | Eventaj.si,"Personalizirane poročne pahljače z lesenim ročajem. Cena je 3 € na kos, od 100 kosov 2,50 €, od 200 kosov pa 2 €. Najmanj 50 kosov.",https://www.eventaj.si/oprema-za-dogodke/pahljace-za-goste,Tisk pahljač za goste.,1,98675,6,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/qr-galerija,200,https://www.eventaj.si/qr-galerija,QR galerija za dogodke | Fotografije gostov na enem mestu,"Gostje skenirajo QR kodo in naložijo fotografije, videe in voščila. Brez aplikacije, brez registracije. 35 € na dogodek.",https://www.eventaj.si/qr-galerija,Vse fotografije gostov na enem mestu,1,119857,5,0,"Service,FAQPage","index, follow"
https://www.eventaj.si/qr-galerija/funkcije,200,https://www.eventaj.si/qr-galerija/funkcije,Funkcije QR galerije za dogodke | Eventaj.si,"QR koda, nalaganje brez aplikacije, Live Slideshow, kratki videi, glasovna voščila, nadzor fotografij in ZIP izvoz za 35 €.",https://www.eventaj.si/qr-galerija/funkcije,"Vse, kar potrebujete za fotografije gostov.",1,67854,2,0,,
https://www.eventaj.si/qr-galerija/poroka,200,https://www.eventaj.si/qr-galerija/poroka,QR galerija za poroko | Zberite fotografije gostov,"Ena QR koda na poročnih mizah. Gostje naložijo fotografije, videe in voščila brez aplikacije. 35 € na poroko, galerija 180 dni.",https://www.eventaj.si/qr-galerija/poroka,Zberite poročne fotografije svojih gostov z eno QR kodo,1,95775,7,0,FAQPage,
https://www.eventaj.si/qr-galerija/poslovni-dogodek,200,https://www.eventaj.si/qr-galerija/poslovni-dogodek,Foto galerija za poslovni dogodek | QR koda za goste,"Udeleženci skenirajo QR kodo in naložijo fotografije z vašega dogodka. Živa projekcija v dvorani, ZIP z originali za marketing. Od 35 €.",https://www.eventaj.si/qr-galerija/poslovni-dogodek,Fotografije udeležencev z vašega dogodka na enem mestu,1,66797,1,0,,
https://www.eventaj.si/qr-galerija/za-dogodke/rojstni-dnevi,200,https://www.eventaj.si/qr-galerija/za-dogodke/rojstni-dnevi,QR galerija za rojstne dneve za 35 € | Eventaj.si,"Gostje dodajo fotografije, videe in voščila v isto galerijo. Deluje za prvi rojstni dan, osemnajstico in okrogle jubileje.",https://www.eventaj.si/qr-galerija/za-dogodke/rojstni-dnevi,Vsi utrinki praznovanja brez iskanja po skupinskih klepetih.,1,104850,10,0,,
https://www.eventaj.si/qr-galerija/za-dogodke/praznovanja,200,https://www.eventaj.si/qr-galerija/za-dogodke/praznovanja,QR galerija za praznovanja za 35 € | Eventaj.si,"Obletnice, družinska srečanja, baby showerji in zaključki šolanja. Vsi gostje prispevajo v isto zasebno galerijo.",https://www.eventaj.si/qr-galerija/za-dogodke/praznovanja,"Skupni album za trenutke, ki jih posnamejo vaši gostje.",1,104704,10,0,,
https://www.eventaj.si/qr-galerija/za-dogodke/team-building,200,https://www.eventaj.si/qr-galerija/za-dogodke/team-building,QR galerija za team buildinge za 35 € | Eventaj.si,"Udeleženci sproti polnijo skupno galerijo. Po dogodku imate fotografije aktivnosti, ekipnih trenutkov in zakulisja že zbrane.",https://www.eventaj.si/qr-galerija/za-dogodke/team-building,Naj ekipa sama ujame najboljše trenutke dneva.,1,104782,10,0,,
https://www.eventaj.si/qr-galerija/za-dogodke/konference-in-sejmi,200,https://www.eventaj.si/qr-galerija/za-dogodke/konference-in-sejmi,QR galerija za konference in sejme za 35 € | Eventaj.si,"QR koda na akreditaciji, stojnici ali zaslonu zbere fotografije predavanj, mreženja in dogajanja v eno galerijo.",https://www.eventaj.si/qr-galerija/za-dogodke/konference-in-sejmi,Utrip dogodka skozi oči udeležencev.,1,104635,10,0,,
https://www.eventaj.si/nasveti,200,https://www.eventaj.si/nasveti,Nasveti za fotografije z dogodkov | Eventaj.si,"Praktični vodniki o zbiranju fotografij gostov, QR kodah za dogodke in izbiri med photo boothom in QR galerijo.",https://www.eventaj.si/nasveti,Kako spraviti fotografije gostov na eno mesto,1,64221,0,0,"CollectionPage,BreadcrumbList","index, follow"
https://www.eventaj.si/nasveti/koliko-stane-najem-photo-bootha,200,https://www.eventaj.si/nasveti/koliko-stane-najem-photo-bootha,Koliko stane najem photo bootha v Sloveniji (2026),"Cene najema foto boxa se gibljejo od 250 do 500 € za večer. Kaj vpliva na ceno, kaj je običajno vključeno in kje se pojavijo doplačila.",https://www.eventaj.si/nasveti/koliko-stane-najem-photo-bootha,Koliko stane najem photo bootha v Sloveniji,1,110815,0,0,"Article,BreadcrumbList,Service,FAQPage","index, follow"
https://www.eventaj.si/nasveti/foto-box-photo-booth-foto-stojnica,200,https://www.eventaj.si/nasveti/foto-box-photo-booth-foto-stojnica,"Foto box, photo booth ali foto stojnica: je to isto?","V Sloveniji se za isto stvar uporablja pet imen. Kaj katero pomeni, kje se res razlikujejo in kaj naj iščete, ko rezervirate.",https://www.eventaj.si/nasveti/foto-box-photo-booth-foto-stojnica,"Foto box, photo booth ali foto stojnica: je to isto?",1,93463,0,0,"Article,BreadcrumbList,DefinedTermSet,FAQPage","index, follow"
https://www.eventaj.si/nasveti/360-booth-ali-photo-booth,200,https://www.eventaj.si/nasveti/360-booth-ali-photo-booth,"360 booth ali photo booth? Razlike, cene, prostor","360 booth naredi kratek video, klasični photo booth tiskano fotografijo. Kaj potrebuje vsak od njiju in kateri se bolj obnese na poroki.",https://www.eventaj.si/nasveti/360-booth-ali-photo-booth,360 booth ali klasični photo booth,1,100092,0,0,"Article,BreadcrumbList,ItemList,FAQPage","index, follow"
https://www.eventaj.si/nasveti/kako-zbrati-fotografije-gostov-na-poroki,200,https://www.eventaj.si/nasveti/kako-zbrati-fotografije-gostov-na-poroki,Kako zbrati fotografije gostov na poroki: 5 načinov,"Hashtag, skupni Google album, WhatsApp, USB ali QR galerija. Kaj v praksi deluje, kje vsak način razpade in koliko stane.",https://www.eventaj.si/nasveti/kako-zbrati-fotografije-gostov-na-poroki,Kako zbrati fotografije gostov na poroki,1,110262,1,0,"Article,BreadcrumbList,ItemList","index, follow"
https://www.eventaj.si/nasveti/qr-koda-za-fotografije,200,https://www.eventaj.si/nasveti/qr-koda-za-fotografije,QR koda za fotografije z dogodka: kako deluje | Eventaj.si,"Kako pripraviti QR kodo, da gostje nalagajo fotografije. Zakaj brezplačen generator ni dovolj, v kakšni velikosti tiskati in katere napake se najpogosteje ponovijo.",https://www.eventaj.si/nasveti/qr-koda-za-fotografije,QR koda za fotografije z dogodka,1,98783,3,0,"Article,BreadcrumbList,HowTo","index, follow"
https://www.eventaj.si/nasveti/photo-booth-ali-qr-galerija,200,https://www.eventaj.si/nasveti/photo-booth-ali-qr-galerija,Photo booth ali QR galerija? Primerjava in cene | Eventaj.si,"Photo booth od 279 €, QR galerija 35 €. Kaj dela vsaka storitev, kdaj zadošča ena sama in zakaj ju pogosto vzamejo skupaj.",https://www.eventaj.si/nasveti/photo-booth-ali-qr-galerija,Photo booth ali QR galerija: kaj izbrati za svoj dogodek,1,99053,2,0,"Article,BreadcrumbList,ItemList","index, follow"
https://www.eventaj.si/photo-booth-za-poroko,200,https://www.eventaj.si/photo-booth-za-poroko,Foto box (photo booth) za poroko – 279 € | Eventaj.si,"Foto box (photo booth) za poroko z neomejenimi tiski, personaliziranim dizajnom z imeni in datumom ter spominsko knjigo. Od 279 €, po vsej Sloveniji. Preverite prost termin.",https://www.eventaj.si/photo-booth-za-poroko,"Vajina poroka, ujeta v fotografijah. .",1,112848,15,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/photo-booth-za-rojstni-dan,200,https://www.eventaj.si/photo-booth-za-rojstni-dan,Foto box (photo booth) za rojstni dan – 279 € | Eventaj.si,"Foto box (fotobox) za rojstnodnevno zabavo z rekviziti, neomejenim tiskom in personaliziranim dizajnom. Od 279 €, po vsej Sloveniji. Preverite prost termin.",https://www.eventaj.si/photo-booth-za-rojstni-dan,"Rojstni dan, ki ga gostje odnesejo domov .",1,118867,19,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/photo-booth-za-poslovni-dogodek,200,https://www.eventaj.si/photo-booth-za-poslovni-dogodek,Foto box za poslovni dogodek – 279 € | Eventaj.si,"Foto box (photo booth) za poslovne dogodke z logotipom podjetja na vsakem tisku. Novoletne zabave, team buildingi in konference po vsej Sloveniji. Od 279 €.",https://www.eventaj.si/photo-booth-za-poslovni-dogodek,Vaš logotip na vsaki fotografiji .,1,105314,9,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/photo-booth-za-obletnico,200,https://www.eventaj.si/photo-booth-za-obletnico,Foto box (photo booth) za obletnico – 279 € | Eventaj.si,"Foto box (photo booth) za obletnice, Abrahama in zlate poroke. Neomejen tisk, personaliziran dizajn in spominska knjiga. Od 279 €, po vsej Sloveniji.",https://www.eventaj.si/photo-booth-za-obletnico,"Trenutki, ki jih je vredno ohraniti. .",1,100654,9,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/360-booth-za-poroko,200,https://www.eventaj.si/360-booth-za-poroko,360° Booth za poroko — najem od 299 € | Eventaj.si,"360° Booth za poroko s slow-motion videoposnetki, personalizirano glasbo in takojšnjim deljenjem. Od 299 €, po vsej Sloveniji. Preverite prost termin.",https://www.eventaj.si/360-booth-za-poroko,"Prvi ples, v gibanju .",1,91084,0,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/360-booth-za-rojstni-dan,200,https://www.eventaj.si/360-booth-za-rojstni-dan,360° Booth za rojstni dan — najem od 299 € | Eventaj.si,"360° Booth za rojstnodnevno zabavo s slow-motion videi, rekviziti in takojšnjim deljenjem prek QR kode. Od 299 €, po vsej Sloveniji.",https://www.eventaj.si/360-booth-za-rojstni-dan,Vsak gost svoj video .,1,90307,0,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/360-booth-za-poslovni-dogodek,200,https://www.eventaj.si/360-booth-za-poslovni-dogodek,360° Booth za poslovni dogodek — najem od 299 € | Eventaj.si,"360° Booth za poslovne dogodke z logotipom v vsakem videu. Novoletne zabave, konference in team buildingi po vsej Sloveniji. Od 299 €.",https://www.eventaj.si/360-booth-za-poslovni-dogodek,Vaša znamka v vsakem videu .,1,90884,0,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/360-booth-za-promocijo,200,https://www.eventaj.si/360-booth-za-promocijo,360° Booth za promocijo znamke — najem od 299 € | Eventaj.si,"360° Booth za promocijske dogodke in aktivacije blagovnih znamk. Brandirani videi, UGC vsebina in velik družabni doseg. Od 299 €, po vsej Sloveniji.",https://www.eventaj.si/360-booth-za-promocijo,Gostje delijo vaš brand sami .,1,91553,0,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/360-booth-za-festival,200,https://www.eventaj.si/360-booth-za-festival,360° Booth za festival — najem od 299 € | Eventaj.si,"360° Booth za festivale in koncerte z visoko prepustnostjo in ogromnim družabnim dosegom. Brandirani slow-motion videi. Od 299 €, po vsej Sloveniji.",https://www.eventaj.si/360-booth-za-festival,Magnet za množice .,1,91238,0,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/photo-booth/faq,200,https://www.eventaj.si/photo-booth/faq,Photo Booth FAQ - Pogosta vprašanja | Eventaj.si,"Odgovori na pogosta vprašanja o najemu Photo Bootha po celi Sloveniji. Spoznajte cene, logistiko postavitve, dostavo v Ljubljano, Maribor, Celje in ostale regije ter rezervacijo Photo Booth stojnice za vaš dogodek.",https://www.eventaj.si/photo-booth/faq,Photo Booth FAQ - Pogosta vprašanja | Eventaj.si,1,70994,0,0,"FAQPage,BreadcrumbList","index, follow"
https://www.eventaj.si/360-photo-booth/faq,200,https://www.eventaj.si/360-photo-booth/faq,360° Booth FAQ - Pogosta vprašanja | Eventaj.si,"Odgovori na pogosta vprašanja o najemu 360° Bootha. Vse informacije o cenah, postavitvi, delovanju in rezervaciji 360° Booth stojnice za vaš dogodek.",https://www.eventaj.si/360-photo-booth/faq,360° Booth FAQ - Pogosta vprašanja | Eventaj.si,1,65711,0,0,"FAQPage,BreadcrumbList","index, follow"
https://www.eventaj.si/pogosta-vprasanja,200,https://www.eventaj.si/pogosta-vprasanja,"Pogosta vprašanja | Photo Booth, Foto Kotiček, Foto Stojnica, 360° Booth | Eventaj.si","Odgovori na pogosta vprašanja o najemu Photo Bootha in 360° Bootha. Vse informacije o cenah, postavitvi, delovanju in rezervaciji.",https://www.eventaj.si/pogosta-vprasanja,"Pogosta vprašanja | Photo Booth, Foto Kotiček, Foto Stojnica, 360° Booth | Eventaj.si",1,84991,0,0,"FAQPage,BreadcrumbList",
https://www.eventaj.si/zasebnost,200,https://www.eventaj.si/zasebnost,Politika zasebnosti | Eventaj.si,Politika zasebnosti in varstvo osebnih podatkov za uporabnike storitev Eventaj.si.,https://www.eventaj.si/zasebnost,Politika zasebnosti,1,77912,0,0,,
https://www.eventaj.si/pogoji-uporabe,200,https://www.eventaj.si/pogoji-uporabe,Pogoji uporabe | Eventaj.si,Splošni pogoji uporabe storitev eventaj.si. Preberite naše pogoje uporabe za najem Photo Booth in 360° Booth opreme.,https://www.eventaj.si/pogoji-uporabe,Splošni pogoji uporabe,1,57010,0,0,,
https://www.eventaj.si/foto-stojnica,200,https://www.eventaj.si/photo-booth,Foto box (photo booth) najem od 279 € | Eventaj.si,"Najem foto boxa oziroma photo bootha za dogodke po Sloveniji. Od 279 €/2h, paket Photo Booth + QR galerija od 314 €.",https://www.eventaj.si/photo-booth,Najem foto boxa oziroma photo bootha po Sloveniji,1,223742,52,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/foto-koticek,200,https://www.eventaj.si/photo-booth,Foto box (photo booth) najem od 279 € | Eventaj.si,"Najem foto boxa oziroma photo bootha za dogodke po Sloveniji. Od 279 €/2h, paket Photo Booth + QR galerija od 314 €.",https://www.eventaj.si/photo-booth,Najem foto boxa oziroma photo bootha po Sloveniji,1,223742,52,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://www.eventaj.si/qr-galerija/za-dogodke/poroke,200,https://www.eventaj.si/qr-galerija/poroka,QR galerija za poroko | Zberite fotografije gostov,"Ena QR koda na poročnih mizah. Gostje naložijo fotografije, videe in voščila brez aplikacije. 35 € na poroko, galerija 180 dni.",https://www.eventaj.si/qr-galerija/poroka,Zberite poročne fotografije svojih gostov z eno QR kodo,1,95775,7,0,FAQPage,
https://www.eventaj.si/qr-galerija/za-dogodke/poslovni-dogodki,200,https://www.eventaj.si/qr-galerija/poslovni-dogodek,Foto galerija za poslovni dogodek | QR koda za goste,"Udeleženci skenirajo QR kodo in naložijo fotografije z vašega dogodka. Živa projekcija v dvorani, ZIP z originali za marketing. Od 35 €.",https://www.eventaj.si/qr-galerija/poslovni-dogodek,Fotografije udeležencev z vašega dogodka na enem mestu,1,66797,1,0,,
https://www.eventaj.si/blog,404,https://www.eventaj.si/blog,Eventaj.si | Photo Booth & 360° Booth po Sloveniji,"Eventaj.si ponuja profesionalni Photo Booth in 360° Booth najem z asistenco, rekviziti in instant tiskom po celotni Sloveniji.",https://www.eventaj.si,404,1,42416,0,0,,noindex
https://www.eventaj.si/photo-booth-za-maturantski-ples,404,https://www.eventaj.si/photo-booth-za-maturantski-ples,Eventaj.si | Photo Booth & 360° Booth po Sloveniji,"Eventaj.si ponuja profesionalni Photo Booth in 360° Booth najem z asistenco, rekviziti in instant tiskom po celotni Sloveniji.",https://www.eventaj.si,404,1,42416,0,0,,noindex
https://www.eventaj.si/seo-preverjanje-neobstojeca-stran,404,https://www.eventaj.si/seo-preverjanje-neobstojeca-stran,Eventaj.si | Photo Booth & 360° Booth po Sloveniji,"Eventaj.si ponuja profesionalni Photo Booth in 360° Booth najem z asistenco, rekviziti in instant tiskom po celotni Sloveniji.",https://www.eventaj.si,404,1,42416,0,0,,noindex
https://www.eventaj.si/photo-booth/,200,https://www.eventaj.si/photo-booth,Foto box (photo booth) najem od 279 € | Eventaj.si,"Najem foto boxa oziroma photo bootha za dogodke po Sloveniji. Od 279 €/2h, paket Photo Booth + QR galerija od 314 €.",https://www.eventaj.si/photo-booth,Najem foto boxa oziroma photo bootha po Sloveniji,1,223742,52,0,"Service,BreadcrumbList,FAQPage","index, follow"
https://eventaj.si/,200,https://www.eventaj.si/,Eventaj.si | Photo Booth in 360° Booth za dogodke,"Eventaj.si ustvarja Photo Booth in 360° Booth doživetja za poroke, poslovne dogodke in praznovanja po Sloveniji. Oglejte si storitve, pakete in proste termine.",https://www.eventaj.si,Eventaj.si – Photo Booth in 360° Booth za dogodke,1,213882,33,0,"WebSite,Organization,LocalBusiness","index, follow"
http://eventaj.si/,200,https://www.eventaj.si/,Eventaj.si | Photo Booth in 360° Booth za dogodke,"Eventaj.si ustvarja Photo Booth in 360° Booth doživetja za poroke, poslovne dogodke in praznovanja po Sloveniji. Oglejte si storitve, pakete in proste termine.",https://www.eventaj.si,Eventaj.si – Photo Booth in 360° Booth za dogodke,1,213882,33,0,"WebSite,Organization,LocalBusiness","index, follow"
http://www.eventaj.si/,200,https://www.eventaj.si/,Eventaj.si | Photo Booth in 360° Booth za dogodke,"Eventaj.si ustvarja Photo Booth in 360° Booth doživetja za poroke, poslovne dogodke in praznovanja po Sloveniji. Oglejte si storitve, pakete in proste termine.",https://www.eventaj.si,Eventaj.si – Photo Booth in 360° Booth za dogodke,1,213882,33,0,"WebSite,Organization,LocalBusiness","index, follow"
https://galerija.eventaj.si/,200,https://www.eventaj.si/qr-galerija,QR galerija za dogodke | Fotografije gostov na enem mestu,"Gostje skenirajo QR kodo in naložijo fotografije, videe in voščila. Brez aplikacije, brez registracije. 35 € na dogodek.",https://www.eventaj.si/qr-galerija,Vse fotografije gostov na enem mestu,1,119857,5,0,"Service,FAQPage","index, follow"
